customer_id,amount_cad,debit_credit,cash_indicator,country_x,province_x,city_x,transaction_date,transaction_time,Transaction_channel,chanel_id,trans_type,merchant_category,ecommerce_ind,country_y,province_y,city_y,industry_code,employee_count,sales,established_date,onboard_date,industry
SYNCID0000000100,107.06,debit,True,CA,ON,AJAX,2023-01-17,11:37:31,ABM,ABM00000000000000225,debit,,,CA,,other,8651,0.0,0.0,2006-05-27,2006-07-07,"Offices of Physicians, General Practice"
SYNCID0000000100,134.38,credit,True,CA,NL,MARYSTOWN,2023-01-17,12:10:58,ABM,ABM00000000000000226,credit,,,CA,,other,8651,0.0,0.0,2006-05-27,2006-07-07,"Offices of Physicians, General Practice"
SYNCID0000000100,11072.44,credit,False,CA,MB,WINNIPEG,2022-11-06,11:06:51,ABM,ABM00000000000000227,credit,,,CA,,other,8651,0.0,0.0,2006-05-27,2006-07-07,"Offices of Physicians, General Practice"
SYNCID0000000148,726.98,credit,False,other,,other,2022-11-16,13:50:29,ABM,ABM00000000000000277,credit,,,CA,ON,WOODBRIDGE,7511,0.0,0.0,,2016-07-16,Operators of Residential Buildings and Dwellings
SYNCID0000000165,1058.58,debit,True,CA,ON,BRAMPTON,2022-12-08,11:17:39,ABM,ABM00000000000000296,debit,,,CA,ON,TORONTO,4275,0.0,0.0,2014-09-21,2016-08-16,Painting and Decorating Work
SYNCID0000000165,754.73,credit,True,CA,ON,MARKHAM,2022-12-22,17:04:36,ABM,ABM00000000000000297,credit,,,CA,ON,TORONTO,4275,0.0,0.0,2014-09-21,2016-08-16,Painting and Decorating Work
SYNCID0000000165,2678.24,credit,False,CA,,other,2022-11-29,07:25:38,ABM,ABM00000000000000298,credit,,,CA,ON,TORONTO,4275,0.0,0.0,2014-09-21,2016-08-16,Painting and Decorating Work
SYNCID0000000165,1072.32,debit,True,CA,ON,TORONTO,2022-11-12,15:52:42,ABM,ABM00000000000000299,debit,,,CA,ON,TORONTO,4275,0.0,0.0,2014-09-21,2016-08-16,Painting and Decorating Work
SYNCID0000000165,704.53,debit,True,CA,AB,CALGARY,2023-01-18,17:02:56,ABM,ABM00000000000000300,debit,,,CA,ON,TORONTO,4275,0.0,0.0,2014-09-21,2016-08-16,Painting and Decorating Work
SYNCID0000000165,6457.77,credit,False,CA,,other,2023-01-01,09:43:27,ABM,ABM00000000000000301,credit,,,CA,ON,TORONTO,4275,0.0,0.0,2014-09-21,2016-08-16,Painting and Decorating Work
SYNCID0000000192,1027.66,debit,True,CA,,other,2023-01-31,19:15:58,ABM,ABM00000000000000327,debit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,524.17,debit,True,CA,AB,EDMONTON,2023-01-31,13:38:10,ABM,ABM00000000000000328,debit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,530.6,debit,True,CA,,other,2022-12-29,21:50:33,ABM,ABM00000000000000329,debit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,175.4,debit,True,CA,ON,BRAMPTON,2022-11-07,10:55:39,ABM,ABM00000000000000330,debit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,209.31,debit,True,CA,ON,MISSISSAUGA,2022-12-18,14:47:55,ABM,ABM00000000000000331,debit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,1555.14,credit,False,CA,ON,WOODBRIDGE,2022-11-18,07:31:35,ABM,ABM00000000000000332,credit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,628.37,credit,False,CA,ON,BRANTFORD,2022-12-05,19:57:33,ABM,ABM00000000000000333,credit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,1074.22,debit,True,CA,ON,BRAMPTON,2023-01-14,06:04:50,ABM,ABM00000000000000334,debit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000192,374.24,debit,True,CA,NS,TRURO,2022-11-05,08:09:47,ABM,ABM00000000000000335,debit,,,CA,QC,LONGUEUIL,7511,0.0,0.0,2004-12-21,2005-01-01,Operators of Residential Buildings and Dwellings
SYNCID0000000243,311.89,debit,True,CA,,other,2022-11-19,09:44:01,ABM,ABM00000000000000372,debit,,,CA,ON,TORONTO,7771,0.0,0.0,2015-08-29,2018-03-06,Management Consulting Services
SYNCID0000000270,215.03,credit,True,CA,ON,PETERBOROUGH,2022-12-17,07:09:54,ABM,ABM00000000000000461,credit,,,CA,ON,MISSISSAUGA,other,0.0,0.0,,2022-07-13,
SYNCID0000000270,86.91,credit,True,CA,MB,WINNIPEG,2022-11-23,11:39:28,ABM,ABM00000000000000462,credit,,,CA,ON,MISSISSAUGA,other,0.0,0.0,,2022-07-13,
SYNCID0000000270,806.13,credit,True,CA,ON,BARRIE,2022-11-04,11:43:43,ABM,ABM00000000000000463,credit,,,CA,ON,MISSISSAUGA,other,0.0,0.0,,2022-07-13,
SYNCID0000000279,5.4,credit,True,CA,ON,WHITBY,2022-12-28,18:44:38,ABM,ABM00000000000000481,credit,,,CA,BC,VANCOUVER,7292,0.0,0.0,2022-05-17,2022-06-02,"Estate, Trust and Agency Funds"
SYNCID0000000294,1062.05,debit,True,CA,BC,SURREY,2022-12-04,14:37:44,ABM,ABM00000000000000496,debit,,,CA,BC,CAMPBELL RIVER,4275,0.0,0.0,,2016-12-21,Painting and Decorating Work
SYNCID0000000294,223.75,credit,False,CA,,other,2022-12-30,06:42:59,ABM,ABM00000000000000497,credit,,,CA,BC,CAMPBELL RIVER,4275,0.0,0.0,,2016-12-21,Painting and Decorating Work
SYNCID0000000337,163.53,debit,True,CA,ON,KINGSTON,2022-11-16,13:16:26,ABM,ABM00000000000000519,debit,,,CA,,other,4561,0.0,0.0,2012-05-28,2014-01-28,General Freight Trucking Industry
SYNCID0000000347,3607.82,credit,True,CA,ON,WINDSOR,2022-12-22,18:32:16,ABM,ABM00000000000000522,credit,,,CA,ON,BRAMPTON,9999,0.0,0.0,2005-04-20,,Other Services n.e.c.
SYNCID0000000352,1374.65,credit,False,CA,,other,2022-11-01,09:22:04,ABM,ABM00000000000000524,credit,,,CA,ON,WASAGA BEACH,8521,0.0,0.0,2016-05-07,,Post-Secondary Non-University Education
SYNCID0000000352,105.53,debit,True,CA,BC,KELOWNA,2022-11-15,12:29:17,ABM,ABM00000000000000525,debit,,,CA,ON,WASAGA BEACH,8521,0.0,0.0,2016-05-07,,Post-Secondary Non-University Education
SYNCID0000000352,172.59,credit,False,CA,MB,WINNIPEG,2022-11-18,10:45:39,ABM,ABM00000000000000526,credit,,,CA,ON,WASAGA BEACH,8521,0.0,0.0,2016-05-07,,Post-Secondary Non-University Education
SYNCID0000000352,826.36,credit,True,other,,other,2022-12-06,07:53:27,ABM,ABM00000000000000527,credit,,,CA,ON,WASAGA BEACH,8521,0.0,0.0,2016-05-07,,Post-Secondary Non-University Education
SYNCID0000000367,683.83,credit,True,CA,,other,2022-11-11,15:58:05,ABM,ABM00000000000000547,credit,,,CA,,other,other,0.0,0.0,,1993-04-23,
SYNCID0000000391,1071.59,debit,True,CA,ON,STCATHARINES,2022-11-01,14:44:22,ABM,ABM00000000000000571,debit,,,CA,ON,TORONTO,7799,0.0,8273.0,2006-10-19,,Other Business Services n.e.c.
SYNCID0000000391,1046.72,debit,True,CA,ON,KANATA,2023-01-11,13:08:57,ABM,ABM00000000000000572,debit,,,CA,ON,TORONTO,7799,0.0,8273.0,2006-10-19,,Other Business Services n.e.c.
SYNCID0000000391,85.52,debit,False,CA,ON,SCARBOROUGH,2023-01-15,16:05:50,ABM,ABM00000000000000573,debit,,,CA,ON,TORONTO,7799,0.0,8273.0,2006-10-19,,Other Business Services n.e.c.
SYNCID0000000397,1057.73,debit,True,CA,QC,LAVAL,2023-01-21,13:17:30,ABM,ABM00000000000000576,debit,,,CA,ON,MARKHAM,7511,0.0,0.0,2014-05-28,2016-02-12,Operators of Residential Buildings and Dwellings
SYNCID0000000447,104.1,debit,True,CA,BC,LANGLEY,2022-11-15,11:50:05,ABM,ABM00000000000000628,debit,,,CA,ON,UXBRIDGE,7292,0.0,0.0,2019-09-14,2019-12-10,"Estate, Trust and Agency Funds"
SYNCID0000000448,895.97,credit,False,CA,BC,LANGFORD,2023-01-16,17:25:18,ABM,ABM00000000000000629,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,4199.7,credit,False,other,,other,2022-12-02,08:59:34,ABM,ABM00000000000000630,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,1173.5,credit,True,CA,ON,AJAX,2022-11-08,08:38:03,ABM,ABM00000000000000631,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,6406.09,credit,True,CA,ON,MILTON,2022-11-11,09:51:13,ABM,ABM00000000000000632,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,848.85,debit,True,CA,ON,OWENSOUND,2022-12-02,14:57:27,ABM,ABM00000000000000633,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,212.51,debit,True,other,,other,2022-11-27,17:29:53,ABM,ABM00000000000000634,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,429.57,debit,True,CA,ON,MISSISSAUGA,2022-12-31,22:35:12,ABM,ABM00000000000000635,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,6303.4,credit,False,CA,ON,SCARBOROUGH,2023-01-02,21:36:08,ABM,ABM00000000000000636,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,10.19,credit,True,CA,ON,HAMILTON,2022-11-29,12:53:06,ABM,ABM00000000000000637,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,413.05,credit,True,CA,ON,TORONTO,2023-01-09,09:04:46,ABM,ABM00000000000000638,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,413.43,credit,True,CA,ON,HAMILTON,2023-01-11,14:50:20,ABM,ABM00000000000000639,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,393.09,debit,True,other,,other,2023-01-02,13:05:22,ABM,ABM00000000000000640,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,102.69,debit,True,,,,2023-01-13,16:53:18,ABM,ABM00000000000000641,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,62.64,credit,False,CA,BC,VERNON,2022-11-20,20:53:40,ABM,ABM00000000000000642,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,433.59,debit,True,,,,2022-12-01,16:31:01,ABM,ABM00000000000000643,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,434.51,debit,True,CA,,other,2022-11-30,21:09:10,ABM,ABM00000000000000644,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,263.13,debit,True,CA,,other,2022-12-31,16:20:17,ABM,ABM00000000000000645,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,42.0,debit,True,CA,BC,RICHMOND,2022-11-28,09:40:14,ABM,ABM00000000000000646,debit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,2524.32,credit,True,CA,ON,TORONTO,2022-11-04,00:22:33,ABM,ABM00000000000000647,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000448,109.96,credit,True,CA,NS,HALIFAX,2022-11-17,14:56:17,ABM,ABM00000000000000648,credit,,,CA,ON,BRAMPTON,6412,0.0,0.0,2017-05-22,2017-10-24,General Stores
SYNCID0000000449,2698.2,credit,False,CA,,other,2023-01-09,18:21:49,ABM,ABM00000000000000649,credit,,,CA,ON,NEWMARKET,8651,0.0,1313696.0,,2003-11-16,"Offices of Physicians, General Practice"
SYNCID0000000449,1027.41,debit,True,CA,BC,VANCOUVER,2022-12-30,16:11:37,ABM,ABM00000000000000650,debit,,,CA,ON,NEWMARKET,8651,0.0,1313696.0,,2003-11-16,"Offices of Physicians, General Practice"
SYNCID0000000454,21.09,debit,True,CA,AB,EDMONTON,2022-11-07,13:03:46,ABM,ABM00000000000000653,debit,,,CA,ON,RICHMOND HILL,8651,0.0,0.0,2012-04-04,2013-03-14,"Offices of Physicians, General Practice"
SYNCID0000000494,205.81,credit,True,CA,,other,2023-01-25,14:54:45,ABM,ABM00000000000000694,credit,,,CA,ON,HAMILTON,7292,0.0,0.0,2023-09-08,2023-10-02,"Estate, Trust and Agency Funds"
SYNCID0000000526,421.78,debit,True,other,,other,2022-12-29,17:11:55,ABM,ABM00000000000000721,debit,,,CA,ON,MARKHAM,8661,0.0,42370.0,2006-05-03,2006-09-25,Offices of Chiropractors and Osteopaths
SYNCID0000000592,1881.85,credit,True,CA,,other,2023-01-05,13:42:22,ABM,ABM00000000000000808,credit,,,CA,,other,9211,0.0,,,,"Restaurants, Licensed"
SYNCID0000000615,148.67,debit,True,CA,AB,EDMONTON,2022-11-15,18:53:13,ABM,ABM00000000000000819,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,539.34,debit,True,CA,,other,2023-01-06,16:40:54,ABM,ABM00000000000000820,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,44.34,debit,True,CA,,other,2022-12-06,12:28:59,ABM,ABM00000000000000821,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,327.22,debit,True,CA,ON,BRAMPTON,2022-12-07,11:44:27,ABM,ABM00000000000000822,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,106.71,debit,True,CA,ON,MISSISSAUGA,2023-01-27,12:14:35,ABM,ABM00000000000000823,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,270.09,debit,True,CA,,other,2022-12-01,11:44:24,ABM,ABM00000000000000824,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,206.54,debit,True,CA,,other,2022-12-01,12:07:02,ABM,ABM00000000000000825,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,28169.14,credit,False,CA,ON,TORONTO,2022-11-22,11:25:58,ABM,ABM00000000000000826,credit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,206.04,debit,True,other,,other,2023-01-12,17:41:55,ABM,ABM00000000000000827,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,1043.4,debit,True,CA,,other,2022-12-16,10:04:52,ABM,ABM00000000000000828,debit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000615,7217.43,credit,False,CA,,other,2022-12-16,05:22:01,ABM,ABM00000000000000829,credit,,,CA,AB,CALGARY,4569,0.0,48752.0,2018-10-29,,Other Truck Transport Industries
SYNCID0000000665,413.26,debit,True,CA,,other,2023-01-05,12:20:06,ABM,ABM00000000000000873,debit,,,CA,NS,BEDFORD,other,0.0,0.0,2011-07-12,2011-09-02,
SYNCID0000000665,9853.34,credit,False,CA,AB,EDMONTON,2022-12-05,13:22:33,ABM,ABM00000000000000874,credit,,,CA,NS,BEDFORD,other,0.0,0.0,2011-07-12,2011-09-02,
SYNCID0000000665,1031.85,credit,True,CA,ON,WOODBRIDGE,2023-01-19,09:12:11,ABM,ABM00000000000000875,credit,,,CA,NS,BEDFORD,other,0.0,0.0,2011-07-12,2011-09-02,
SYNCID0000000665,321.62,credit,False,CA,ON,NORTHYORK,2023-01-18,19:43:03,ABM,ABM00000000000000876,credit,,,CA,NS,BEDFORD,other,0.0,0.0,2011-07-12,2011-09-02,
SYNCID0000000676,535.93,debit,True,CA,NS,HALIFAX,2023-01-09,11:24:46,ABM,ABM00000000000000893,debit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,4815.77,credit,False,CA,ON,BRAMPTON,2022-11-15,13:35:33,ABM,ABM00000000000000894,credit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,1911.5,credit,False,CA,ON,SCARBOROUGH,2022-11-06,14:07:42,ABM,ABM00000000000000895,credit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,522.9,debit,True,CA,,other,2023-01-10,18:16:47,ABM,ABM00000000000000896,debit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,1256.21,credit,True,CA,ON,WATERLOO,2022-12-12,08:09:53,ABM,ABM00000000000000897,credit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,216.15,credit,True,CA,ON,HAMILTON,2022-11-15,07:22:34,ABM,ABM00000000000000898,credit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,2802.22,credit,False,CA,ON,LONDON,2022-11-17,10:43:15,ABM,ABM00000000000000899,credit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,542.4,debit,True,CA,ON,BARRIE,2022-11-30,10:57:06,ABM,ABM00000000000000900,debit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000676,108.08,debit,True,CA,AB,CALGARY,2022-12-04,13:09:29,ABM,ABM00000000000000901,debit,,,CA,ON,MILTON,7511,0.0,0.0,2014-01-14,2016-02-04,Operators of Residential Buildings and Dwellings
SYNCID0000000704,652.32,credit,True,CA,,other,2023-01-20,08:36:03,ABM,ABM00000000000000980,credit,,,CA,ON,UXBRIDGE,7292,0.0,0.0,2017-07-19,,"Estate, Trust and Agency Funds"
SYNCID0000000754,6945.71,credit,False,CA,,other,2022-12-07,22:45:47,ABM,ABM00000000000001045,credit,,,CA,ON,BARRIE,4275,0.0,0.0,,,Painting and Decorating Work
SYNCID0000000754,1039.29,debit,True,CA,ON,OAKVILLE,2022-12-15,14:46:42,ABM,ABM00000000000001046,debit,,,CA,ON,BARRIE,4275,0.0,0.0,,,Painting and Decorating Work
SYNCID0000000754,62.04,credit,True,CA,MB,WINNIPEG,2022-11-13,11:58:52,ABM,ABM00000000000001047,credit,,,CA,ON,BARRIE,4275,0.0,0.0,,,Painting and Decorating Work
SYNCID0000000754,1030.46,debit,True,CA,ON,STTHOMAS,2022-12-27,13:38:15,ABM,ABM00000000000001048,debit,,,CA,ON,BARRIE,4275,0.0,0.0,,,Painting and Decorating Work
SYNCID0000000754,5227.99,credit,False,CA,BC,COURTENAY,2022-11-02,21:39:38,ABM,ABM00000000000001049,credit,,,CA,ON,BARRIE,4275,0.0,0.0,,,Painting and Decorating Work
SYNCID0000000754,426.49,debit,True,CA,MB,WINNIPEG,2023-01-24,18:10:28,ABM,ABM00000000000001050,debit,,,CA,ON,BARRIE,4275,0.0,0.0,,,Painting and Decorating Work
SYNCID0000000754,104.66,debit,True,CA,ON,KITCHENER,2022-12-03,11:49:47,ABM,ABM00000000000001051,debit,,,CA,ON,BARRIE,4275,0.0,0.0,,,Painting and Decorating Work
